1,1,1
1.01833,1.31526,0.982107
1.08272,1.69358,0.967662
1.19989,2.1314,0.961671
1.38108,2.66212,0.970038
1.64253,3.32807,1.00336
2.0074,4.18549,1.0803
2.50724,5.30649,1.23354
3.18373,6.78055,1.51991
4.0927,8.7178,2.03904
5.25497,11.1361,2.92047
6.46611,13.5799,4.09708
7.91984,16.3878,5.86156
9.63026,19.4674,8.44577
11.5821,22.5877,12.1087
13.7063,25.315,17.0621
15.6694,26.9036,22.7312
17.1178,27.1385,27.8391
18.3988,26.0695,33.4773
19.1743,23.9347,38.1276
19.5469,20.7297,42.1716
19.451,16.6839,45.2573
18.9969,12.9415,46.9264
18.2158,9.11629,47.7405
17.1433,5.44089,47.7539
15.8322,2.10147,47.0911
14.3451,-0.781117,45.9163
12.747,-3.15357,44.4026
11.0178,-5.09821,42.6218
8.80812,-6.86515,40.266
6.10225,-8.18499,37.3923
3.91438,-8.72032,35.1381
1.85716,-8.87713,33.0942
0.128687,-8.79755,31.4299
-1.29815,-8.61772,30.0799
-2.68234,-8.37901,28.7707
-3.75823,-8.18795,27.7351
-4.59812,-8.07777,26.9073
-5.26419,-8.05804,26.245
-5.80715,-8.12592,25.7229
-6.26668,-8.27206,25.327
-6.70387,-8.50308,25.0333
-7.12543,-8.8075,24.8715
-7.5497,-9.17063,24.8635
-7.98629,-9.56479,25.0356
-8.43248,-9.94408,25.4082
-8.86771,-10.2429,25.9774
-9.24787,-10.3889,26.681
-9.54166,-10.3416,27.445
-9.71875,-10.0869,28.1787
-9.7551,-9.61095,28.8219
-9.61645,-8.95013,29.2485
-9.37348,-8.34654,29.3623
-9.0436,-7.77075,29.2495
-8.66268,-7.27805,28.9354
-8.24882,-6.88959,28.4352
-7.84345,-6.64655,27.7851
-7.48413,-6.57668,27.0196
-7.2163,-6.7152,26.178
-7.10868,-7.11941,25.3317
-7.2234,-7.73074,24.7324
-7.49375,-8.38451,24.4869
-7.89581,-9.0831,24.5568
-8.38802,-9.74064,24.9679
-8.84795,-10.1983,25.5975
-9.27952,-10.4605,26.4243
-9.62441,-10.4619,27.3516
-9.82756,-10.1757,28.2474
-9.85038,-9.63238,28.9701
-9.71471,-9.01654,29.3684
-9.44845,-8.3506,29.5078
-9.08301,-7.71532,29.3866
-8.66065,-7.17666,29.0363
-8.22664,-6.77713,28.5095
-7.80004,-6.52628,27.8262
-7.42158,-6.45429,27.024
-7.13773,-6.5965,26.1419
-7.01859,-7.01559,25.2441
-7.1327,-7.65188,24.6009
-7.41258,-8.33885,24.3257
-7.8334,-9.0794,24.3815
-8.35303,-9.78496,24.7995
-8.83438,-10.2775,25.4431
-9.29169,-10.5747,26.2984
-9.66548,-10.6057,27.2706
-9.89785,-10.3361,28.226
-9.94598,-9.79005,29.0169
-9.82428,-9.14995,29.4756
-9.56135,-8.44482,29.6641
-9.18801,-7.76144,29.5755
-8.74765,-7.17235,29.2397
-8.28784,-6.72537,28.7103
-7.83547,-6.4343,28.0207
-7.42447,-6.32186,27.2007
-7.10093,-6.42081,26.2898
-6.92748,-6.79861,25.3208
-6.99929,-7.44233,24.5528
-7.25645,-8.14248,24.1866
-7.66973,-8.91936,24.1556
-8.20036,-9.68871,24.5028
-8.70768,-10.2575,25.1096
-9.20763,-10.6459,25.9636
-9.63846,-10.7694,26.9789
-9.93603,-10.5749,28.0224
-10.0474,-10.0676,28.9347
-9.96895,-9.41627,29.5139
-9.72959,-8.66438,29.8082
-9.35776,-7.91033,29.797
-8.89858,-7.24109,29.5041
-8.40446,-6.71703,28.9844
-7.92573,-6.36823,28.3071
-7.47611,-6.19437,27.483
-7.10204,-6.22657,26.5529
-6.85916,-6.51402,25.5533
-6.84134,-7.10326,24.6378
-7.0484,-7.81613,24.1068
-7.44417,-8.6461,23.9291
-7.99137,-9.50933,24.1677
-8.51042,-10.154,24.6925
-9.06851,-10.6683,25.537
-9.57558,-10.9152,26.6082
-9.90997,-10.8524,27.5962
-10.1087,-10.5197,28.5365
-10.1382,-9.91536,29.3409
-9.97508,-9.13104,29.8566
-9.68642,-8.38287,30.0245
-9.29242,-7.66422,29.9227
-8.83301,-7.04054,29.5818
-8.33292,-6.53896,29.0281
-7.82959,-6.19483,28.2951
-7.36276,-6.03587,27.4174
-6.9791,-6.09193,26.4343
-6.7372,-6.4168,25.3796
-6.73832,-7.0591,24.4228
-6.96712,-7.80537,23.8897
-7.38581,-8.66991,23.7169
-7.95805,-9.57093,23.9694
-8.51152,-10.2616,24.5291
-9.10316,-10.8117,25.4254
-9.59009,-11.0679,26.4364
