1.026,1.2575,0.9928
1.07329,1.5257,0.989051
1.14147,1.80986,0.989476
1.23065,2.11522,0.995044
1.34138,2.4471,1.00703
1.47465,2.81099,1.02707
1.63189,3.21265,1.05726
1.81491,3.65815,1.10029
2.02596,4.15395,1.15956
2.26771,4.70692,1.23939
2.54321,5.32432,1.34524
2.85598,6.01379,1.48401
3.2099,6.7832,1.66434
3.60924,7.64046,1.89707
4.05863,8.5932,2.19567
4.56287,9.64821,2.57677
5.12691,10.8107,3.0607
5.7555,12.0832,3.67199
6.45293,13.4639,4.43975
7.22249,14.9452,5.3977
8.06583,16.5102,6.58371
8.98205,18.1308,8.03834
9.96661,19.7637,9.80212
11.01,21.3478,11.9109
12.0961,22.802,14.3891
13.2015,24.0267,17.241
14.2938,24.9076,20.4402
15.3322,25.3271,23.9206
16.2689,25.1803,27.5712
17.0528,24.3956,31.2386
17.634,22.9547,34.7408
17.971,20.9057,37.8912
18.0365,18.3621,40.5289
17.8215,15.4871,42.5447
17.3367,12.4658,43.8963
16.6102,9.47528,44.6078
15.6828,6.66059,44.7547
14.6013,4.1224,44.4429
13.414,1.91591,43.7875
12.1655,0.0577946,42.897
10.8945,-1.46337,41.8638
9.63274,-2.67658,40.7607
8.40466,-3.61976,39.641
7.22824,-4.33353,38.5416
6.11582,-4.85728,37.4856
5.07508,-5.22689,36.4864
4.11006,-5.47386,35.5499
3.22195,-5.62501,34.677
2.40984,-5.70279,33.8658
1.67127,-5.72566,33.1123
1.00273,-5.70869,32.4116
0.399985,-5.66402,31.7586
-0.141615,-5.60139,31.1481
-0.626948,-5.52857,30.5756
-1.06095,-5.45167,30.0366
-1.4485,-5.37551,29.5273
-1.79434,-5.30383,29.0446
-2.10302,-5.23952,28.5857
-2.37883,-5.18477,28.1483
-2.62583,-5.14122,27.7305
-2.84778,-5.11008,27.3309
-3.04818,-5.0922,26.9484
-3.23026,-5.08815,26.5822
-3.39696,-5.0983,26.2315
-3.55099,-5.12285,25.8961
-3.69481,-5.16186,25.5757
-3.83064,-5.21532,25.2704
-3.9605,-5.28311,24.9802
-4.08621,-5.36509,24.7053
-4.20941,-5.46106,24.4462
-4.33155,-5.57077,24.2033
-4.45396,-5.69395,23.9771
-4.57778,-5.83029,23.7684
-4.70405,-5.97946,23.5777
-4.83366,-6.14104,23.4061
-4.96739,-6.31458,23.2542
-5.10589,-6.49957,23.1231
-5.24973,-6.69539,23.0139
-5.39932,-6.90133,22.9274
-5.55498,-7.11654,22.865
-5.71693,-7.34004,22.8276
-5.88524,-7.57069,22.8164
-6.05987,-7.80714,22.8324
-6.24063,-8.04787,22.8769
-6.42721,-8.29111,22.9506
-6.61912,-8.53484,23.0544
-6.81574,-8.77683,23.189
-7.01625,-9.01457,23.3548
-7.21967,-9.24533,23.5519
-7.42485,-9.46616,23.7801
-7.63044,-9.67391,24.0388
-7.8349,-9.8653,24.3269
-8.03655,-10.037,24.6428
